x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,value,Timestamp
0,1,3,3,3,0,2,1,0,2,2,2,-0.343275696006459,3801
1,3,3,0,0,1,2,2,1,0,1,1,-0.5400662794919292,3810
3,2,2,1,3,1,3,1,0,2,0,0,-0.2725376295498433,3818
0,3,0,1,1,1,3,0,1,3,0,3,-0.343275696006459,3827
3,1,3,3,3,2,2,2,0,3,2,3,-0.5400662794919292,3836
3,2,3,1,3,2,2,2,3,0,1,3,-0.343275696006459,3845
1,1,2,2,2,3,1,2,3,2,2,2,-0.5400662794919292,3855
3,1,1,2,0,1,0,0,0,2,1,2,-0.3342607659482927,3863
1,3,2,1,3,0,0,2,2,2,1,0,-0.5400662794919292,3871
2,2,1,0,3,2,1,0,1,1,0,1,-0.5400662794919292,3880
0,0,2,3,3,0,0,0,0,2,3,0,-0.5490812095500955,3887
0,1,0,1,2,1,2,0,3,1,1,3,-0.5400662794919292,3896
3,2,3,0,1,2,2,3,3,2,3,0,-0.5490812095500955,3904
3,1,2,0,3,0,1,0,2,2,0,2,-0.27253762954984356,3913
1,3,2,3,0,2,3,0,3,0,2,0,-0.5400662794919292,3921
1,1,3,2,1,1,3,0,0,3,1,3,-0.7368568629773994,3930
3,0,3,3,1,1,0,0,1,1,3,3,-0.8075949294340148,3939
0,0,0,3,2,0,0,1,3,3,3,1,-0.5400662794919292,3947
1,1,1,1,0,3,3,0,0,2,2,3,-0.5400662794919292,3955
2,1,1,2,0,3,0,2,0,0,0,3,0.004005950450408635,3963
2,2,0,2,1,2,1,0,3,0,2,1,-0.5400662794919292,3971
2,0,1,2,1,2,0,2,2,3,3,1,-0.7368568629773994,3980
3,1,2,1,3,2,2,0,3,2,3,2,-0.5400662794919292,3989
2,2,2,2,1,2,0,1,0,2,3,3,-0.727841932919233,3997
1,1,0,0,3,1,3,0,3,2,1,2,-0.2725376295498433,4006
2,0,0,2,0,2,0,2,1,1,0,3,-0.5400662794919292,4014
0,0,0,2,1,2,2,3,3,0,3,3,-0.7368568629773994,4022
1,3,0,0,3,3,1,3,0,0,2,0,0.004005950450408635,4030
3,1,1,2,0,3,2,1,2,3,1,2,-0.5400662794919292,4039
2,1,2,0,2,2,1,2,1,0,2,2,-0.7368568629773994,4048
3,0,1,2,2,0,0,0,2,2,1,0,-0.8075949294340151,4056
1,1,3,2,1,2,0,0,1,3,1,1,-0.8075949294340151,4065
2,1,1,3,3,3,1,3,1,1,2,0,-0.8075949294340151,4074
1,0,1,2,1,0,1,1,1,3,0,1,-0.5400662794919292,4082
0,3,2,3,2,3,1,2,0,0,3,3,-0.27253762954984356,4091
3,0,3,2,2,0,1,1,1,3,3,3,-0.5400662794919292,4099
1,0,2,2,0,2,0,3,0,1,3,2,-0.7368568629773994,4107
3,0,2,1,0,2,2,2,1,0,2,1,-0.5490812095500952,4116
0,0,1,3,3,3,1,3,3,2,1,0,-0.3342607659482927,4124
2,1,0,2,0,1,0,1,3,0,2,2,-0.8075949294340151,4132
3,2,0,0,3,0,3,0,3,3,0,2,-0.5400662794919292,4140
3,2,1,3,0,3,2,1,1,0,2,1,-0.27253762954984356,4149
3,2,3,1,0,2,3,2,3,1,0,2,-0.8075949294340148,4158
3,0,3,3,2,1,0,3,0,3,1,1,-0.5400662794919292,4167
1,0,2,1,2,1,3,0,1,2,2,0,-0.7368568629773994,4175
1,0,0,0,3,2,0,3,2,0,1,3,-0.343275696006459,4183
1,1,1,0,2,0,1,3,3,1,0,1,-0.727841932919233,4191
1,0,3,3,1,3,3,3,0,0,2,3,-0.5400662794919292,4200
1,0,3,0,0,0,1,0,2,3,3,0,-0.5400662794919292,4207
2,3,0,0,2,3,3,3,2,2,1,2,0.004005950450408635,4216
1,1,3,1,1,1,2,3,1,2,1,3,-0.27253762954984356,4227
0,3,3,3,1,3,1,0,2,2,3,1,-0.5400662794919292,4236
2,1,3,0,1,3,0,1,3,1,1,0,-0.5310513494337629,4245
3,1,2,3,2,0,2,0,0,2,2,2,-0.5400662794919292,4253
3,0,1,0,0,0,0,2,1,1,1,0,-0.343275696006459,4261
